MCTS_First_Win,MCTS_Second_Win,MCTS_First_Lose,MCTS_Second_Lose,Resources,MCTS_TIME,Other_Player_Timer
4.0,5.0,0.0,0.0,30.0,17.305774092674255,0.006113266944885254
5.0,5.0,0.0,0.0,40.0,31.32646021842957,0.006480693817138672
5.0,5.0,0.0,0.0,50.0,47.901787090301504,0.006796574592590332
5.0,5.0,0.0,0.0,60.0,68.95795691013336,0.0068775653839111325
4.0,5.0,1.0,0.0,70.0,88.64274291992187,0.006295371055603028
5.0,5.0,0.0,0.0,80.0,113.8185755491257,0.006302952766418457
5.0,5.0,0.0,0.0,90.0,147.05103113651276,0.006427741050720215
4.0,5.0,1.0,0.0,100.0,188.84955253601075,0.006634449958801271
